image_path,xmin,ymin,xmax,ymax,label,score
Las19_sliced_0_0_2000_2000.jpg,627.0,1722.0,719.0,1792.0,Tree,0.6028380393981934
Las19_sliced_0_0_2000_2000.jpg,1321.0,1626.0,1424.0,1720.0,Tree,0.6007525324821472
Las19_sliced_0_0_2000_2000.jpg,810.0,1876.0,871.0,1942.0,Tree,0.5907221436500549
Las19_sliced_0_0_2000_2000.jpg,820.0,1371.0,905.0,1446.0,Tree,0.5890958905220032
Las19_sliced_0_0_2000_2000.jpg,1090.0,1292.0,1157.0,1360.0,Tree,0.5881256461143494
Las19_sliced_0_0_2000_2000.jpg,1494.0,1062.0,1586.0,1146.0,Tree,0.5868546962738037
Las19_sliced_0_0_2000_2000.jpg,1364.0,1321.0,1448.0,1407.0,Tree,0.5860628485679626
Las19_sliced_0_0_2000_2000.jpg,449.0,1597.0,534.0,1683.0,Tree,0.5860110521316528
Las19_sliced_0_0_2000_2000.jpg,301.0,1527.0,358.0,1581.0,Tree,0.5859315991401672
Las19_sliced_0_0_2000_2000.jpg,1682.0,1321.0,1742.0,1375.0,Tree,0.5855827331542969
Las19_sliced_0_0_2000_2000.jpg,1838.0,1779.0,1900.0,1842.0,Tree,0.585106611251831
Las19_sliced_0_0_2000_2000.jpg,1079.0,1526.0,1132.0,1578.0,Tree,0.5850224494934082
Las19_sliced_0_0_2000_2000.jpg,1480.0,1684.0,1556.0,1763.0,Tree,0.5843780636787415
Las19_sliced_0_0_2000_2000.jpg,1004.0,1903.0,1088.0,1983.0,Tree,0.5812176465988159
Las19_sliced_0_0_2000_2000.jpg,818.0,1480.0,904.0,1565.0,Tree,0.5773608684539795
Las19_sliced_0_0_2000_2000.jpg,1252.0,1335.0,1306.0,1390.0,Tree,0.5764369368553162
Las19_sliced_0_0_2000_2000.jpg,1773.0,1342.0,1828.0,1396.0,Tree,0.5752796530723572
Las19_sliced_0_0_2000_2000.jpg,1008.0,1663.0,1057.0,1714.0,Tree,0.5744017362594604
Las19_sliced_0_0_2000_2000.jpg,1019.0,1080.0,1120.0,1170.0,Tree,0.5683333277702332
Las19_sliced_0_0_2000_2000.jpg,1701.0,958.0,1778.0,1027.0,Tree,0.5655556917190552
Las19_sliced_0_0_2000_2000.jpg,541.0,1504.0,652.0,1602.0,Tree,0.5652769207954407
Las19_sliced_0_0_2000_2000.jpg,1581.0,1156.0,1673.0,1245.0,Tree,0.5621419548988342
Las19_sliced_0_0_2000_2000.jpg,280.0,1837.0,362.0,1920.0,Tree,0.561726987361908
Las19_sliced_0_0_2000_2000.jpg,1712.0,1519.0,1796.0,1605.0,Tree,0.5587834119796753
Las19_sliced_0_0_2000_2000.jpg,261.0,1076.0,373.0,1176.0,Tree,0.5543374419212341
Las19_sliced_0_0_2000_2000.jpg,770.0,1156.0,890.0,1269.0,Tree,0.5456221699714661
Las19_sliced_0_0_2000_2000.jpg,1823.0,1050.0,1900.0,1125.0,Tree,0.5446810126304626
Las19_sliced_0_0_2000_2000.jpg,1198.0,1392.0,1281.0,1478.0,Tree,0.538282036781311
Las19_sliced_0_0_2000_2000.jpg,1435.0,1285.0,1496.0,1348.0,Tree,0.5354796648025513
Las19_sliced_0_0_2000_2000.jpg,1781.0,900.0,1844.0,937.0,Tree,0.5326715707778931
Las19_sliced_0_0_2000_2000.jpg,1866.0,1555.0,1966.0,1653.0,Tree,0.5315271615982056
Las19_sliced_0_0_2000_2000.jpg,198.0,1766.0,291.0,1832.0,Tree,0.5313529372215271
Las19_sliced_0_0_2000_2000.jpg,1810.0,1942.0,1888.0,1998.0,Tree,0.527096152305603
Las19_sliced_0_0_2000_2000.jpg,1944.0,1678.0,1997.0,1728.0,Tree,0.5254637002944946
Las19_sliced_0_0_2000_2000.jpg,904.0,1080.0,991.0,1169.0,Tree,0.5232031345367432
Las19_sliced_0_0_2000_2000.jpg,354.0,1299.0,498.0,1439.0,Tree,0.519124448299408
Las19_sliced_0_0_2000_2000.jpg,883.0,1949.0,959.0,1999.0,Tree,0.5164833068847656
Las19_sliced_0_0_2000_2000.jpg,54.0,1254.0,164.0,1369.0,Tree,0.5152352452278137
Las19_sliced_0_0_2000_2000.jpg,1891.0,900.0,1966.0,942.0,Tree,0.5070069432258606
Las19_sliced_0_0_2000_2000.jpg,1535.0,1759.0,1617.0,1842.0,Tree,0.5065871477127075
Las19_sliced_0_0_2000_2000.jpg,1301.0,1766.0,1385.0,1854.0,Tree,0.503426730632782
Las19_sliced_0_0_2000_2000.jpg,454.0,1148.0,579.0,1274.0,Tree,0.4980148673057556
Las19_sliced_0_0_2000_2000.jpg,1354.0,1529.0,1422.0,1598.0,Tree,0.496762752532959
Las19_sliced_0_0_2000_2000.jpg,1281.0,1153.0,1353.0,1239.0,Tree,0.4957357347011566
Las19_sliced_0_0_2000_2000.jpg,1733.0,1607.0,1817.0,1680.0,Tree,0.4843718707561493
Las19_sliced_0_0_2000_2000.jpg,187.0,1773.0,240.0,1826.0,Tree,0.4780258536338806
Las19_sliced_0_0_2000_2000.jpg,1266.0,1555.0,1322.0,1616.0,Tree,0.47699350118637085
Las19_sliced_0_0_2000_2000.jpg,1838.0,1000.0,1897.0,1025.0,Tree,0.4737134575843811
Las19_sliced_0_0_2000_2000.jpg,1927.0,1900.0,1980.0,1952.0,Tree,0.47366735339164734
Las19_sliced_0_0_2000_2000.jpg,1421.0,1817.0,1491.0,1881.0,Tree,0.4703986644744873
Las19_sliced_0_0_2000_2000.jpg,198.0,1503.0,271.0,1581.0,Tree,0.4666560888290405
Las19_sliced_0_0_2000_2000.jpg,1393.0,1739.0,1452.0,1796.0,Tree,0.46106138825416565
Las19_sliced_0_0_2000_2000.jpg,924.0,1423.0,997.0,1506.0,Tree,0.46005579829216003
Las19_sliced_0_0_2000_2000.jpg,1944.0,1753.0,2000.0,1819.0,Tree,0.4555704891681671
Las19_sliced_0_0_2000_2000.jpg,1080.0,1727.0,1126.0,1774.0,Tree,0.45395100116729736
Las19_sliced_0_0_2000_2000.jpg,1698.0,1246.0,1756.0,1303.0,Tree,0.4510546624660492
Las19_sliced_0_0_2000_2000.jpg,63.0,1420.0,141.0,1502.0,Tree,0.4483615458011627
Las19_sliced_0_0_2000_2000.jpg,1851.0,1311.0,1948.0,1412.0,Tree,0.4441039264202118
Las19_sliced_0_0_2000_2000.jpg,1027.0,1762.0,1105.0,1842.0,Tree,0.4428500831127167
Las19_sliced_0_0_2000_2000.jpg,168.0,1007.0,259.0,1101.0,Tree,0.4410213828086853
Las19_sliced_0_0_2000_2000.jpg,1386.0,1128.0,1463.0,1203.0,Tree,0.43932467699050903
Las19_sliced_0_0_2000_2000.jpg,692.0,1025.0,776.0,1107.0,Tree,0.43826502561569214
Las19_sliced_0_0_2000_2000.jpg,1491.0,1576.0,1547.0,1641.0,Tree,0.43752092123031616
Las19_sliced_0_0_2000_2000.jpg,97.0,1866.0,163.0,1898.0,Tree,0.4359918236732483
Las19_sliced_0_0_2000_2000.jpg,900.0,1377.0,922.0,1443.0,Tree,0.4338676929473877
Las19_sliced_0_0_2000_2000.jpg,817.0,1711.0,865.0,1760.0,Tree,0.4309554398059845
Las19_sliced_0_0_2000_2000.jpg,1348.0,1037.0,1414.0,1099.0,Tree,0.4265577495098114
Las19_sliced_0_0_2000_2000.jpg,809.0,1875.0,868.0,1899.0,Tree,0.4246990382671356
Las19_sliced_0_0_2000_2000.jpg,900.0,1453.0,921.0,1519.0,Tree,0.42391765117645264
Las19_sliced_0_0_2000_2000.jpg,73.0,1710.0,170.0,1820.0,Tree,0.42185860872268677
Las19_sliced_0_0_2000_2000.jpg,1701.0,1824.0,1809.0,1927.0,Tree,0.42140281200408936
Las19_sliced_0_0_2000_2000.jpg,1187.0,1761.0,1283.0,1846.0,Tree,0.4205317199230194
Las19_sliced_0_0_2000_2000.jpg,1031.0,1194.0,1119.0,1282.0,Tree,0.4201625883579254
Las19_sliced_0_0_2000_2000.jpg,900.0,1176.0,920.0,1237.0,Tree,0.4180886745452881
Las19_sliced_0_0_2000_2000.jpg,168.0,1362.0,266.0,1460.0,Tree,0.41310274600982666
Las19_sliced_0_0_2000_2000.jpg,1408.0,1213.0,1468.0,1276.0,Tree,0.40753841400146484
Las19_sliced_0_0_2000_2000.jpg,1095.0,1836.0,1174.0,1922.0,Tree,0.405106782913208
Las19_sliced_0_0_2000_2000.jpg,1001.0,1549.0,1038.0,1590.0,Tree,0.40488743782043457
Las19_sliced_0_0_2000_2000.jpg,1204.0,1874.0,1254.0,1921.0,Tree,0.4048764407634735
Las19_sliced_0_0_2000_2000.jpg,1857.0,1858.0,1919.0,1921.0,Tree,0.40486928820610046
Las19_sliced_0_0_2000_2000.jpg,1614.0,1017.0,1714.0,1114.0,Tree,0.4019335210323334
Las19_sliced_0_0_2000_2000.jpg,1859.0,1336.0,1900.0,1399.0,Tree,0.4006686806678772
Las19_sliced_0_0_2000_2000.jpg,1160.0,1562.0,1238.0,1644.0,Tree,0.39820942282676697
Las19_sliced_0_0_2000_2000.jpg,96.0,1147.0,194.0,1246.0,Tree,0.39751794934272766
Las19_sliced_0_0_2000_2000.jpg,1854.0,1568.0,1900.0,1642.0,Tree,0.39672112464904785
Las19_sliced_0_0_2000_2000.jpg,1932.0,1979.0,1989.0,2000.0,Tree,0.394715815782547
Las19_sliced_0_0_2000_2000.jpg,1642.0,1256.0,1702.0,1318.0,Tree,0.3925572633743286
Las19_sliced_0_0_2000_2000.jpg,1840.0,1872.0,1894.0,1899.0,Tree,0.38579100370407104
Las19_sliced_0_0_2000_2000.jpg,70.0,1038.0,136.0,1102.0,Tree,0.3842654228210449
Las19_sliced_0_0_2000_2000.jpg,857.0,1810.0,911.0,1861.0,Tree,0.3777347207069397
Las19_sliced_0_0_2000_2000.jpg,698.0,1525.0,775.0,1596.0,Tree,0.37749019265174866
Las19_sliced_0_0_2000_2000.jpg,746.0,1669.0,809.0,1733.0,Tree,0.3690296709537506
Las19_sliced_0_0_2000_2000.jpg,906.0,1861.0,965.0,1924.0,Tree,0.36697280406951904
Las19_sliced_0_0_2000_2000.jpg,1484.0,901.0,1572.0,976.0,Tree,0.3668290078639984
Las19_sliced_0_0_2000_2000.jpg,1769.0,1157.0,1875.0,1255.0,Tree,0.3630827069282532
Las19_sliced_0_0_2000_2000.jpg,1155.0,1647.0,1219.0,1715.0,Tree,0.35796743631362915
Las19_sliced_0_0_2000_2000.jpg,1278.0,1925.0,1368.0,1997.0,Tree,0.3547748923301697
Las19_sliced_0_0_2000_2000.jpg,672.0,1575.0,772.0,1687.0,Tree,0.3403576910495758
Las19_sliced_0_0_2000_2000.jpg,922.0,1781.0,1004.0,1857.0,Tree,0.33981093764305115
Las19_sliced_0_0_2000_2000.jpg,577.0,1933.0,622.0,1973.0,Tree,0.3059244453907013
Las19_sliced_0_0_2000_2000.jpg,325.0,1179.0,388.0,1245.0,Tree,0.29946523904800415
Las19_sliced_0_0_2000_2000.jpg,979.0,946.0,998.0,996.0,Tree,0.23770123720169067
Las19_sliced_0_0_2000_2000.jpg,452.0,1009.0,589.0,1135.0,Tree,0.2077200561761856
Las19_sliced_0_0_2000_2000.jpg,196.0,975.0,259.0,999.0,Tree,0.16226345300674438
Las19_sliced_0_0_2000_2000.jpg,299.0,910.0,431.0,1033.0,Tree,0.15529793500900269
Las19_sliced_0_0_2000_2000.jpg,1879.0,908.0,1900.0,967.0,Tree,0.15489967167377472
Las19_sliced_0_0_2000_2000.jpg,1618.0,979.0,1696.0,999.0,Tree,0.14835569262504578
Las19_sliced_0_0_2000_2000.jpg,1930.0,981.0,1986.0,999.0,Tree,0.13510699570178986
Las19_sliced_0_0_2000_2000.jpg,900.0,942.0,921.0,993.0,Tree,0.13328257203102112
Las19_sliced_0_0_2000_2000.jpg,38.0,979.0,119.0,999.0,Tree,0.13139642775058746
Las19_sliced_0_0_2000_2000.jpg,1586.0,899.0,1650.0,961.0,Tree,0.1286458969116211
Las19_sliced_0_0_2000_2000.jpg,1069.0,916.0,1209.0,1052.0,Tree,0.1264744997024536
Las19_sliced_0_0_2000_2000.jpg,1661.0,913.0,1714.0,966.0,Tree,0.1210523471236229
Las19_sliced_0_0_2000_2000.jpg,1274.0,978.0,1343.0,999.0,Tree,0.11599601060152054
Las19_sliced_0_0_2000_2000.jpg,1.0,982.0,41.0,999.0,Tree,0.11549346148967743
Las19_sliced_0_0_2000_2000.jpg,311.0,941.0,393.0,999.0,Tree,0.1144007220864296
Las19_sliced_0_0_2000_2000.jpg,7.0,1854.0,134.0,1987.0,Tree,0.10810893028974533
Las19_sliced_0_0_2000_2000.jpg,1000.0,940.0,1020.0,993.0,Tree,0.10778176039457321
Las19_sliced_0_0_2000_2000.jpg,1882.0,856.0,1899.0,913.0,Tree,0.10701993852853775
Las19_sliced_0_0_2000_2000.jpg,1468.0,1876.0,1604.0,1997.0,Tree,0.10611139982938766
Las19_sliced_0_0_2000_2000.jpg,1541.0,980.0,1614.0,999.0,Tree,0.10579069703817368
Las19_sliced_0_0_2000_2000.jpg,1980.0,939.0,1998.0,994.0,Tree,0.10552217066287994
Las19_sliced_0_1600_2000_3600.jpg,1073.0,1120.0,1133.0,1174.0,Tree,0.7679699063301086
Las19_sliced_0_1600_2000_3600.jpg,1856.0,88.0,1917.0,152.0,Tree,0.7405063509941101
Las19_sliced_0_1600_2000_3600.jpg,678.0,845.0,766.0,929.0,Tree,0.733925998210907
Las19_sliced_0_1600_2000_3600.jpg,1090.0,1045.0,1151.0,1105.0,Tree,0.729998767375946
Las19_sliced_0_1600_2000_3600.jpg,1121.0,1223.0,1190.0,1290.0,Tree,0.7241578102111816
Las19_sliced_0_1600_2000_3600.jpg,1356.0,558.0,1415.0,614.0,Tree,0.7219752073287964
Las19_sliced_0_1600_2000_3600.jpg,973.0,1475.0,1057.0,1556.0,Tree,0.7107446789741516
Las19_sliced_0_1600_2000_3600.jpg,1002.0,1777.0,1073.0,1857.0,Tree,0.7100414037704468
Las19_sliced_0_1600_2000_3600.jpg,1025.0,1188.0,1107.0,1279.0,Tree,0.7063896059989929
Las19_sliced_0_1600_2000_3600.jpg,681.0,679.0,754.0,754.0,Tree,0.7025142908096313
Las19_sliced_0_1600_2000_3600.jpg,728.0,566.0,833.0,670.0,Tree,0.7024003863334656
Las19_sliced_0_1600_2000_3600.jpg,1391.0,713.0,1452.0,768.0,Tree,0.7008846402168274
Las19_sliced_0_1600_2000_3600.jpg,1059.0,785.0,1136.0,860.0,Tree,0.6955243349075317
Las19_sliced_0_1600_2000_3600.jpg,1274.0,1715.0,1338.0,1774.0,Tree,0.6947073340415955
Las19_sliced_0_1600_2000_3600.jpg,595.0,778.0,676.0,862.0,Tree,0.6928198933601379
Las19_sliced_0_1600_2000_3600.jpg,1266.0,1001.0,1363.0,1074.0,Tree,0.6899340152740479
Las19_sliced_0_1600_2000_3600.jpg,1168.0,1747.0,1245.0,1820.0,Tree,0.6872186064720154
Las19_sliced_0_1600_2000_3600.jpg,902.0,1847.0,974.0,1926.0,Tree,0.6825937032699585
Las19_sliced_0_1600_2000_3600.jpg,1129.0,394.0,1215.0,476.0,Tree,0.6822216510772705
Las19_sliced_0_1600_2000_3600.jpg,338.0,1627.0,468.0,1744.0,Tree,0.6739863753318787
Las19_sliced_0_1600_2000_3600.jpg,1018.0,1678.0,1107.0,1759.0,Tree,0.6708036065101624
Las19_sliced_0_1600_2000_3600.jpg,902.0,1735.0,960.0,1796.0,Tree,0.6678515076637268
Las19_sliced_0_1600_2000_3600.jpg,1110.0,1827.0,1196.0,1906.0,Tree,0.6570411920547485
Las19_sliced_0_1600_2000_3600.jpg,1545.0,1622.0,1626.0,1699.0,Tree,0.6562132835388184
Las19_sliced_0_1600_2000_3600.jpg,522.0,68.0,599.0,140.0,Tree,0.6559445858001709
Las19_sliced_0_1600_2000_3600.jpg,461.0,173.0,587.0,292.0,Tree,0.6536832451820374
Las19_sliced_0_1600_2000_3600.jpg,1321.0,1135.0,1385.0,1202.0,Tree,0.6521685123443604
Las19_sliced_0_1600_2000_3600.jpg,810.0,754.0,868.0,811.0,Tree,0.6492451429367065
Las19_sliced_0_1600_2000_3600.jpg,1678.0,112.0,1770.0,197.0,Tree,0.649141252040863
Las19_sliced_0_1600_2000_3600.jpg,1486.0,1545.0,1546.0,1605.0,Tree,0.6477895975112915
Las19_sliced_0_1600_2000_3600.jpg,633.0,237.0,724.0,318.0,Tree,0.6435459852218628
Las19_sliced_0_1600_2000_3600.jpg,1941.0,1857.0,2000.0,1948.0,Tree,0.6427766680717468
Las19_sliced_0_1600_2000_3600.jpg,1810.0,1878.0,1902.0,1963.0,Tree,0.6380883455276489
Las19_sliced_0_1600_2000_3600.jpg,1818.0,466.0,1879.0,528.0,Tree,0.6368037462234497
Las19_sliced_0_1600_2000_3600.jpg,1699.0,649.0,1788.0,732.0,Tree,0.6323133111000061
Las19_sliced_0_1600_2000_3600.jpg,763.0,1872.0,844.0,1945.0,Tree,0.63197922706604
Las19_sliced_0_1600_2000_3600.jpg,1057.0,1540.0,1148.0,1622.0,Tree,0.630846381187439
Las19_sliced_0_1600_2000_3600.jpg,1400.0,1597.0,1483.0,1676.0,Tree,0.6300188302993774
Las19_sliced_0_1600_2000_3600.jpg,1886.0,1615.0,1992.0,1732.0,Tree,0.6291083693504333
Las19_sliced_0_1600_2000_3600.jpg,836.0,1215.0,920.0,1308.0,Tree,0.6255483031272888
Las19_sliced_0_1600_2000_3600.jpg,156.0,1080.0,239.0,1159.0,Tree,0.6222842931747437
Las19_sliced_0_1600_2000_3600.jpg,1804.0,339.0,1893.0,415.0,Tree,0.6149424910545349
Las19_sliced_0_1600_2000_3600.jpg,1003.0,648.0,1066.0,714.0,Tree,0.6140444278717041
Las19_sliced_0_1600_2000_3600.jpg,340.0,130.0,441.0,228.0,Tree,0.613502562046051
Las19_sliced_0_1600_2000_3600.jpg,1001.0,1060.0,1056.0,1127.0,Tree,0.61274653673172
Las19_sliced_0_1600_2000_3600.jpg,1561.0,1479.0,1654.0,1580.0,Tree,0.6116769313812256
Las19_sliced_0_1600_2000_3600.jpg,1886.0,1157.0,1969.0,1235.0,Tree,0.6102384328842163
Las19_sliced_0_1600_2000_3600.jpg,628.0,123.0,718.0,192.0,Tree,0.6088842749595642
Las19_sliced_0_1600_2000_3600.jpg,1000.0,844.0,1071.0,916.0,Tree,0.6079621911048889
Las19_sliced_0_1600_2000_3600.jpg,1160.0,1003.0,1214.0,1056.0,Tree,0.6072067618370056
Las19_sliced_0_1600_2000_3600.jpg,1710.0,1173.0,1769.0,1237.0,Tree,0.6070007681846619
Las19_sliced_0_1600_2000_3600.jpg,1761.0,444.0,1814.0,497.0,Tree,0.6015975475311279
Las19_sliced_0_1600_2000_3600.jpg,1808.0,1409.0,1875.0,1475.0,Tree,0.5989834666252136
Las19_sliced_0_1600_2000_3600.jpg,1800.0,1615.0,1859.0,1673.0,Tree,0.5980515480041504
Las19_sliced_0_1600_2000_3600.jpg,939.0,732.0,1021.0,814.0,Tree,0.5980438590049744
Las19_sliced_0_1600_2000_3600.jpg,1754.0,1492.0,1838.0,1587.0,Tree,0.5968936681747437
Las19_sliced_0_1600_2000_3600.jpg,897.0,1655.0,963.0,1714.0,Tree,0.595970630645752
Las19_sliced_0_1600_2000_3600.jpg,1058.0,2.0,1112.0,57.0,Tree,0.5956169366836548
Las19_sliced_0_1600_2000_3600.jpg,1548.0,15.0,1639.0,115.0,Tree,0.5941893458366394
Las19_sliced_0_1600_2000_3600.jpg,769.0,1663.0,872.0,1766.0,Tree,0.5935232043266296
Las19_sliced_0_1600_2000_3600.jpg,638.0,1169.0,721.0,1256.0,Tree,0.5927196741104126
Las19_sliced_0_1600_2000_3600.jpg,1572.0,757.0,1634.0,816.0,Tree,0.5908897519111633
Las19_sliced_0_1600_2000_3600.jpg,1005.0,1897.0,1077.0,1979.0,Tree,0.5908811688423157
Las19_sliced_0_1600_2000_3600.jpg,1608.0,470.0,1673.0,536.0,Tree,0.5871810913085938
Las19_sliced_0_1600_2000_3600.jpg,819.0,1811.0,881.0,1870.0,Tree,0.5869698524475098
Las19_sliced_0_1600_2000_3600.jpg,1000.0,566.0,1038.0,629.0,Tree,0.5860470533370972
Las19_sliced_0_1600_2000_3600.jpg,712.0,318.0,805.0,404.0,Tree,0.5849766135215759
Las19_sliced_0_1600_2000_3600.jpg,1806.0,1699.0,1866.0,1757.0,Tree,0.5842090249061584
Las19_sliced_0_1600_2000_3600.jpg,810.0,276.0,871.0,341.0,Tree,0.5839981436729431
Las19_sliced_0_1600_2000_3600.jpg,1456.0,1434.0,1539.0,1512.0,Tree,0.5835306644439697
Las19_sliced_0_1600_2000_3600.jpg,1838.0,178.0,1901.0,241.0,Tree,0.5828905701637268
Las19_sliced_0_1600_2000_3600.jpg,1750.0,1728.0,1792.0,1770.0,Tree,0.5817878842353821
Las19_sliced_0_1600_2000_3600.jpg,1257.0,580.0,1326.0,656.0,Tree,0.5807923674583435
Las19_sliced_0_1600_2000_3600.jpg,1469.0,1892.0,1527.0,1950.0,Tree,0.5797955393791199
Las19_sliced_0_1600_2000_3600.jpg,903.0,1562.0,972.0,1639.0,Tree,0.5795084834098816
Las19_sliced_0_1600_2000_3600.jpg,929.0,1216.0,995.0,1285.0,Tree,0.5769113302230835
Las19_sliced_0_1600_2000_3600.jpg,796.0,1136.0,873.0,1209.0,Tree,0.5762683153152466
Las19_sliced_0_1600_2000_3600.jpg,1888.0,1053.0,1954.0,1121.0,Tree,0.5761666893959045
Las19_sliced_0_1600_2000_3600.jpg,1893.0,1425.0,1943.0,1478.0,Tree,0.5753278732299805
Las19_sliced_0_1600_2000_3600.jpg,1784.0,1181.0,1853.0,1254.0,Tree,0.57480388879776
Las19_sliced_0_1600_2000_3600.jpg,1481.0,84.0,1556.0,162.0,Tree,0.5739531517028809
Las19_sliced_0_1600_2000_3600.jpg,568.0,1860.0,628.0,1920.0,Tree,0.5732213258743286
Las19_sliced_0_1600_2000_3600.jpg,440.0,1455.0,558.0,1559.0,Tree,0.57206791639328
Las19_sliced_0_1600_2000_3600.jpg,280.0,237.0,362.0,318.0,Tree,0.5719830393791199
Las19_sliced_0_1600_2000_3600.jpg,757.0,195.0,806.0,243.0,Tree,0.5718030333518982
Las19_sliced_0_1600_2000_3600.jpg,482.0,1122.0,563.0,1202.0,Tree,0.5701563954353333
Las19_sliced_0_1600_2000_3600.jpg,597.0,1351.0,710.0,1454.0,Tree,0.5693725347518921
Las19_sliced_0_1600_2000_3600.jpg,1487.0,1648.0,1530.0,1688.0,Tree,0.5671172738075256
Las19_sliced_0_1600_2000_3600.jpg,1057.0,474.0,1121.0,540.0,Tree,0.565395712852478
Las19_sliced_0_1600_2000_3600.jpg,1467.0,1743.0,1532.0,1807.0,Tree,0.5641453862190247
Las19_sliced_0_1600_2000_3600.jpg,1658.0,1819.0,1721.0,1885.0,Tree,0.5630804896354675
Las19_sliced_0_1600_2000_3600.jpg,1007.0,61.0,1058.0,113.0,Tree,0.5625677704811096
Las19_sliced_0_1600_2000_3600.jpg,1649.0,1081.0,1726.0,1156.0,Tree,0.5608829259872437
Las19_sliced_0_1600_2000_3600.jpg,685.0,1788.0,761.0,1866.0,Tree,0.560560405254364
Las19_sliced_0_1600_2000_3600.jpg,1000.0,736.0,1026.0,801.0,Tree,0.5602743029594421
Las19_sliced_0_1600_2000_3600.jpg,807.0,662.0,880.0,728.0,Tree,0.559786856174469
Las19_sliced_0_1600_2000_3600.jpg,904.0,1403.0,975.0,1481.0,Tree,0.5591756701469421
Las19_sliced_0_1600_2000_3600.jpg,1466.0,772.0,1519.0,820.0,Tree,0.5577632188796997
Las19_sliced_0_1600_2000_3600.jpg,1156.0,549.0,1235.0,639.0,Tree,0.5575094819068909
Las19_sliced_0_1600_2000_3600.jpg,1558.0,1221.0,1620.0,1291.0,Tree,0.5534586310386658
Las19_sliced_0_1600_2000_3600.jpg,1333.0,640.0,1389.0,700.0,Tree,0.5530052185058594
Las19_sliced_0_1600_2000_3600.jpg,1523.0,943.0,1632.0,1042.0,Tree,0.5513269901275635
Las19_sliced_0_1600_2000_3600.jpg,1735.0,1794.0,1784.0,1838.0,Tree,0.5503890514373779
Las19_sliced_0_1600_2000_3600.jpg,1807.0,1788.0,1884.0,1860.0,Tree,0.5490188002586365
