image_path,xmin,ymin,xmax,ymax,label
Las19_sliced_0_0_2000_2000.jpg,1414.0,1517.0,1486.0,1604.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1278.0,1638.0,1447.0,1741.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1291.0,1751.0,1406.0,1869.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1404.0,1808.0,1543.0,1932.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1452.0,1901.0,1654.0,2000.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1405.0,1664.0,1585.0,1808.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1472.0,1572.0,1555.0,1656.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1543.0,1604.0,1637.0,1731.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1543.0,1473.0,1654.0,1591.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1563.0,1399.0,1648.0,1470.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1642.0,1325.0,1768.0,1421.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1756.0,1279.0,1845.0,1364.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1758.0,1348.0,1836.0,1434.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1657.0,1423.0,1750.0,1500.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1839.0,1339.0,1943.0,1439.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1870.0,1267.0,1998.0,1356.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1847.0,1465.0,1957.0,1532.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1918.0,1392.0,2000.0,1468.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1825.0,1546.0,1987.0,1667.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1655.0,1504.0,1829.0,1692.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1663.0,1701.0,1784.0,1792.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1847.0,1689.0,1921.0,1756.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1940.0,1671.0,2000.0,1731.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1928.0,1743.0,2000.0,1837.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1840.0,1757.0,1910.0,1846.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1663.0,1803.0,1824.0,1948.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1516.0,1750.0,1685.0,1874.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1839.0,1842.0,1928.0,1926.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1775.0,1934.0,1909.0,2000.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1921.0,1882.0,1992.0,1961.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1916.0,1970.0,1997.0,2000.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1955.0,1837.0,2000.0,1890.0,Tree
Las19_sliced_0_0_2000_2000.jpg,861.0,1724.0,1009.0,1924.0,Tree
Las19_sliced_0_0_2000_2000.jpg,796.0,1859.0,903.0,1959.0,Tree
Las19_sliced_0_0_2000_2000.jpg,1075.0,1665.0,1156.0,1757.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,246.0,1845.0,326.0,1926.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1435.0,806.0,1546.0,915.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1615.0,900.0,1729.0,994.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,417.0,930.0,506.0,1006.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1684.0,1342.0,1748.0,1405.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,253.0,1455.0,333.0,1530.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,595.0,946.0,677.0,1027.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,790.0,1149.0,861.0,1219.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1453.0,1752.0,1522.0,1818.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,331.0,1900.0,382.0,1949.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,483.0,1238.0,560.0,1321.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1846.0,1557.0,1997.0,1661.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1517.0,1845.0,1582.0,1907.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,961.0,1134.0,1034.0,1196.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1331.0,1572.0,1416.0,1658.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,0.0,1483.0,51.0,1576.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1843.0,1838.0,1898.0,1893.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1048.0,1722.0,1114.0,1785.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,173.0,1344.0,231.0,1402.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,0.0,1405.0,45.0,1462.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1776.0,1353.0,1856.0,1429.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1275.0,1692.0,1365.0,1782.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,210.0,1942.0,288.0,1998.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1625.0,1599.0,1675.0,1652.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1814.0,1663.0,1898.0,1746.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1658.0,1881.0,1740.0,1960.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1736.0,915.0,1825.0,1004.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,77.0,1711.0,171.0,1798.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1578.0,1755.0,1660.0,1826.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1862.0,750.0,1900.0,815.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,558.0,1656.0,647.0,1747.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,334.0,1978.0,389.0,2000.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1031.0,804.0,1108.0,875.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,875.0,1533.0,1005.0,1634.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,311.0,1108.0,396.0,1196.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,46.0,1331.0,171.0,1431.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1161.0,1133.0,1271.0,1251.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1834.0,1167.0,1888.0,1216.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1411.0,1267.0,1487.0,1351.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,536.0,922.0,582.0,961.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1886.0,1222.0,1985.0,1329.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,635.0,1467.0,736.0,1557.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,993.0,1492.0,1061.0,1560.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,440.0,1754.0,493.0,1808.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,265.0,1556.0,366.0,1650.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,792.0,1896.0,866.0,1966.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,363.0,1386.0,423.0,1446.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,129.0,1606.0,218.0,1681.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1895.0,1424.0,1960.0,1494.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,113.0,1517.0,197.0,1604.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1769.0,1736.0,1833.0,1795.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1156.0,1735.0,1246.0,1816.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1282.0,1822.0,1336.0,1875.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,573.0,1235.0,687.0,1359.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,291.0,866.0,375.0,942.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,407.0,1507.0,489.0,1579.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1099.0,1463.0,1184.0,1544.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,853.0,837.0,926.0,912.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,675.0,1609.0,770.0,1713.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,520.0,1785.0,586.0,1847.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,160.0,873.0,247.0,931.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,767.0,877.0,833.0,945.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,218.0,952.0,309.0,1028.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,99.0,1823.0,208.0,1928.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1351.0,1798.0,1415.0,1860.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1382.0,1883.0,1458.0,1959.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1308.0,1348.0,1396.0,1434.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,835.0,1290.0,896.0,1346.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,741.0,1323.0,828.0,1418.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1503.0,939.0,1583.0,1020.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1552.0,1582.0,1600.0,1631.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1851.0,1071.0,1900.0,1145.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,982.0,1384.0,1067.0,1471.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1711.0,1647.0,1767.0,1709.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,983.0,1067.0,1054.0,1133.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,902.0,1908.0,981.0,1980.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,0.0,1128.0,99.0,1259.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1891.0,1836.0,1959.0,1907.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1372.0,1505.0,1435.0,1563.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1535.0,1439.0,1584.0,1487.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1644.0,1237.0,1729.0,1319.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1557.0,750.0,1750.0,841.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1897.0,758.0,1987.0,843.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1739.0,1062.0,1823.0,1143.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,395.0,1189.0,472.0,1264.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1047.0,1189.0,1170.0,1313.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1946.0,1037.0,2000.0,1125.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,255.0,1689.0,316.0,1753.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,738.0,956.0,827.0,1040.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,769.0,1770.0,856.0,1851.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,352.0,1751.0,411.0,1809.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,21.0,1246.0,156.0,1331.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,318.0,1006.0,389.0,1066.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,646.0,1924.0,754.0,1998.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1807.0,799.0,1849.0,843.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,104.0,959.0,175.0,1026.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1237.0,1164.0,1411.0,1301.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,238.0,1779.0,300.0,1842.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,511.0,956.0,573.0,1019.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1645.0,1410.0,1721.0,1480.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,770.0,1434.0,833.0,1498.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1779.0,1872.0,1834.0,1930.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1380.0,905.0,1450.0,978.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,169.0,1157.0,275.0,1255.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1106.0,1964.0,1170.0,1999.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1159.0,1410.0,1240.0,1488.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,712.0,1088.0,775.0,1147.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,980.0,900.0,1111.0,1004.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,780.0,1634.0,882.0,1741.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1841.0,923.0,1910.0,986.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1934.0,918.0,2000.0,995.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,907.0,1841.0,957.0,1886.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,0.0,1319.0,22.0,1383.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1471.0,1064.0,1607.0,1194.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,61.0,1420.0,143.0,1482.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,345.0,1681.0,397.0,1727.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,918.0,1257.0,979.0,1320.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1252.0,994.0,1306.0,1050.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,986.0,1245.0,1079.0,1337.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1155.0,1041.0,1233.0,1117.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,423.0,1097.0,509.0,1176.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1515.0,1318.0,1612.0,1406.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1763.0,1260.0,1837.0,1337.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,0.0,1614.0,46.0,1727.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,475.0,1347.0,555.0,1425.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,450.0,1625.0,542.0,1728.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1148.0,1569.0,1240.0,1668.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,369.0,1832.0,417.0,1879.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,900.0,1655.0,1029.0,1773.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1868.0,873.0,1910.0,912.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1100.0,1844.0,1177.0,1924.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,24.0,1017.0,121.0,1112.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1756.0,1438.0,1841.0,1510.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1173.0,878.0,1271.0,975.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1561.0,1684.0,1620.0,1746.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1295.0,1092.0,1356.0,1151.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,251.0,1313.0,348.0,1413.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1632.0,1681.0,1693.0,1751.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,630.0,1747.0,726.0,1845.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1516.0,1924.0,1575.0,1972.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1290.0,898.0,1371.0,974.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1437.0,1420.0,1508.0,1494.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,705.0,1165.0,768.0,1230.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1841.0,1243.0,1899.0,1307.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,475.0,1856.0,556.0,1930.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1460.0,1627.0,1540.0,1709.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1719.0,1807.0,1778.0,1869.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,849.0,1368.0,968.0,1487.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,586.0,1855.0,632.0,1898.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,223.0,1050.0,300.0,1125.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,5.0,1780.0,74.0,1863.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1401.0,975.0,1496.0,1068.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1339.0,1269.0,1399.0,1331.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1190.0,1877.0,1296.0,1973.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,794.0,1020.0,893.0,1113.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,874.0,1489.0,932.0,1546.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1779.0,1972.0,1843.0,1999.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1426.0,1824.0,1471.0,1869.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1046.0,1593.0,1133.0,1682.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,0.0,1951.0,42.0,2000.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,587.0,1567.0,650.0,1626.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,459.0,1433.0,543.0,1513.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1287.0,776.0,1402.0,863.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1728.0,1530.0,1812.0,1615.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1526.0,1509.0,1577.0,1562.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1911.0,1746.0,1954.0,1786.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,980.0,1832.0,1064.0,1914.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,623.0,1106.0,707.0,1197.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1604.0,1939.0,1669.0,1998.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,770.0,1220.0,891.0,1304.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,171.0,1279.0,234.0,1341.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1832.0,1895.0,1936.0,1952.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1947.0,1876.0,1999.0,1957.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1886.0,1966.0,2000.0,1999.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1962.0,1738.0,2000.0,1865.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,508.0,1159.0,669.0,1236.0,Tree
Las19_sliced_1600_0_3600_2000.jpg,1058.0,1121.0,1160.0,1204.0,Tree
Las19_sliced_1600_1600_3600_3600.jpg,546.0,1803.0,635.0,1901.0,Tree
Las19_sliced_1600_1600_3600_3600.jpg,1272.0,89.0,1367.0,184.0,Tree
Las19_sliced_1600_1600_3600_3600.jpg,1340.0,1486.0,1446.0,1583.0,Tree
